route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-063500_MISC_819,RUSH GREEN ACRES via MERRICK BL,1,40040435,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-065500_MISC_752,RUSH GREEN ACRES via MERRICK BL,1,40040427,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-067500_MISC_861,RUSH GREEN ACRES via MERRICK BL,1,40040414,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-069500_MISC_834,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-071500_MISC_768,RUSH GREEN ACRES via MERRICK BL,1,40040432,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-073500_MISC_836,RUSH GREEN ACRES via MERRICK BL,1,40040435,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-063800_Q86_653,RUSH JAMAICA CENTER via MERRICK BL,0,40040413,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-065800_MISC_846,RUSH JAMAICA CENTER via MERRICK BL,0,40040436,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-067800_MISC_759,RUSH JAMAICA CENTER via MERRICK BL,0,40040412,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-069800_Q86_654,RUSH JAMAICA CENTER via MERRICK BL,0,40040439,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-071800_MISC_792,RUSH JAMAICA CENTER via MERRICK BL,0,40040440,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-075800_MISC_749,RUSH JAMAICA CENTER via MERRICK BL,0,40040418,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-147000_MISC_932,RUSH JAMAICA CENTER via MERRICK BL,0,40040515,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-149000_MISC_931,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040509,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-147500_MISC_915,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040505,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-142500_MISC_932,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040515,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-151500_MISC_932,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040515,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-152000_MISC_915,RUSH JAMAICA CENTER via MERRICK BL,0,40040505,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-015500_Q86_651,RUSH JAMAICA CENTER via MERRICK BL,0,40040428,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-001000_Q86_651,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040428,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-005500_Q86_651,RUSH JAMAICA CENTER via MERRICK BL,0,40040428,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-006000_Q86_652,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040429,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-010500_Q86_651,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040428,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-015000_Q86_652,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040429,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-019500_Q86_653,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040430,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-023000_MISC_744,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040437,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-011000_Q86_652,RUSH JAMAICA CENTER via MERRICK BL,0,40040429,Q860054
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-006500_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040521,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-013500_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040521,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-020500_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040521,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-027500_MISC_745,JAMAICA CENTER via MERRICK BL,1,40040551,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-002000_Q5_201,LAURELTON 233 ST via MERRICK BL,0,40040521,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-009700_Q5_201,LAURELTON 233 ST via MERRICK BL,0,40040521,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-016700_Q5_201,LAURELTON 233 ST via MERRICK BL,0,40040521,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-023500_MISC_745,LAURELTON 233 ST via MERRICK BL,0,40040551,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-029000_MISC_757,JAMAICA CENTER via MERRICK BL,1,40040524,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-030500_MISC_766,JAMAICA CENTER via MERRICK BL,1,40040549,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-032000_MISC_747,JAMAICA CENTER via MERRICK BL,1,40040528,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-033200_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040531,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-034200_Q5_202,JAMAICA CENTER via MERRICK BL,1,40040522,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-035000_MISC_780,JAMAICA CENTER via MERRICK BL,1,40040527,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-035700_MISC_745,JAMAICA CENTER via MERRICK BL,1,40040551,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-036400_MISC_788,JAMAICA CENTER via MERRICK BL,1,40040529,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-037100_MISC_794,JAMAICA CENTER via MERRICK BL,1,40040525,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-037800_MISC_757,JAMAICA CENTER via MERRICK BL,1,40040524,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-038500_MISC_747,JAMAICA CENTER via MERRICK BL,1,40040528,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-039200_MISC_766,JAMAICA CENTER via MERRICK BL,1,40040549,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-024500_MISC_747,JAMAICA CENTER via MERRICK BL,1,40040528,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-039700_MISC_744,JAMAICA CENTER via MERRICK BL,1,40040523,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-040200_Q5_202,JAMAICA CENTER via MERRICK BL,1,40040522,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-040700_Q5_203,JAMAICA CENTER via MERRICK BL,1,40040532,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-041200_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040531,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-041700_MISC_745,JAMAICA CENTER via MERRICK BL,1,40040551,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-042200_Q5_204,JAMAICA CENTER via MERRICK BL,1,40040526,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-042700_MISC_822,JAMAICA CENTER via MERRICK BL,1,40040533,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-043200_MISC_794,JAMAICA CENTER via MERRICK BL,1,40040525,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-043700_MISC_780,JAMAICA CENTER via MERRICK BL,1,40040527,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-044200_Q5_205,JAMAICA CENTER via MERRICK BL,1,40040550,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-044700_MISC_757,JAMAICA CENTER via MERRICK BL,1,40040524,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-045200_MISC_788,JAMAICA CENTER via MERRICK BL,1,40040529,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-045800_Q5_207,JAMAICA CENTER via MERRICK BL,1,40040553,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-046400_MISC_744,JAMAICA CENTER via MERRICK BL,1,40040523,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-047000_MISC_825,JAMAICA CENTER via MERRICK BL,1,40040615,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-047600_Q5_203,JAMAICA CENTER via MERRICK BL,1,40040532,Q050182
